,averageRating
111097,7.2
111098,7.4
111099,8.4
111100,8.0
111101,7.6
111102,6.8
111103,8.4
111104,3.5
111105,5.6
111106,8.4
111107,5.2
111108,5.4
111109,6.3
111110,7.0
111111,2.3
111112,3.2
111113,7.1
111114,7.2
111115,6.3
111116,6.3
111117,6.9
111118,7.6
111119,4.1
111120,7.5
111121,5.5
111122,5.8
111123,5.0
111124,3.7
111125,6.7
111126,7.0
111127,4.4
111128,3.6
111129,6.0
111130,9.0
111131,7.4
111132,3.7
111133,4.3
111134,5.0
111135,5.8
111136,5.1
111137,6.8
111138,7.0
111139,5.8
111140,5.7
111141,7.4
111142,6.2
111143,6.1
111144,7.2
111145,5.2
111146,7.9
111147,2.4
111148,8.0
111149,7.2
111150,5.7
111151,7.0
111152,1.9
111153,3.3
111154,5.7
111155,7.4
111156,8.1
111157,5.9
111158,4.6
111159,3.7
111160,7.7
111161,7.8
111162,5.7
111163,6.5
111164,7.4
111165,6.7
111166,3.8
111167,8.8
111168,7.3
111169,7.9
111170,7.0
111171,6.3
111172,5.5
111173,4.4
111174,7.0
111175,8.1
111176,5.4
111177,8.1
111178,7.3
111179,5.9
111180,7.6
111181,7.2
111182,9.3
111183,7.4
111184,5.7
111185,2.2
111186,6.5
111187,8.1
111188,8.6
111189,9.5
111190,5.4
111191,8.3
111192,6.9
111193,8.2
111194,7.7
111195,7.9
111196,5.0
111197,6.1
111198,6.8
111199,7.2
111200,7.9
111201,7.3
111202,6.4
111203,6.6
111204,7.9
111205,5.8
111206,6.9
111207,7.7
111208,5.8
111209,7.6
111210,6.9
111211,4.8
111212,8.1
111213,7.0
111214,8.4
111215,7.0
111216,6.7
111217,4.9
111218,4.6
111219,7.5
111220,9.4
111221,6.9
111222,8.7
111223,7.5
111224,5.9
111225,1.4
111226,1.4
111227,6.5
111228,2.8
111229,7.7
111230,8.3
111231,5.2
111232,2.9
111233,9.2
111234,7.8
111235,6.4
111236,6.1
111237,5.7
111238,8.0
111239,6.9
111240,5.4
111241,5.2
111242,6.6
111243,5.2
111244,9.0
111245,5.8
111246,8.8
111247,5.4
111248,7.7
111249,6.1
111250,9.1
111251,8.2
111252,5.7
111253,6.8
111254,7.4
111255,6.8
111256,7.2
111257,4.4
111258,7.9
111259,7.5
111260,5.2
111261,2.5
111262,8.2
111263,5.3
111264,8.4
111265,6.5
111266,5.2
111267,5.9
111268,7.4
111269,5.6
111270,6.0
111271,8.2
111272,7.6
111273,7.0
111274,8.5
111275,6.8
111276,4.9
111277,5.3
111278,6.5
111279,6.8
111280,5.2
111281,3.0
111282,5.8
111283,6.4
111284,6.7
111285,7.2
111286,3.9
111287,10.0
111288,6.8
111289,8.2
111290,6.8
111291,8.5
111292,4.5
111293,6.1
111294,3.7
111295,8.0
111296,7.4
111297,6.6
111298,4.3
111299,6.9
111300,3.7
111301,6.6
111302,6.3
111303,3.8
111304,6.8
111305,6.7
111306,7.2
111307,8.1
111308,3.0
111309,4.9
111310,6.0
111311,7.5
111312,5.2
111313,4.9
111314,7.8
111315,7.0
111316,6.6
111317,7.1
111318,4.5
111319,7.1
111320,6.8
111321,7.8
111322,7.7
111323,7.5
111324,7.2
111325,5.8
111326,7.4
111327,5.6
111328,5.7
111329,5.9
111330,6.0
111331,4.9
111332,7.7
111333,7.8
111334,7.0
111335,7.3
111336,7.0
111337,4.0
111338,5.8
111339,7.9
111340,7.2
111341,5.0
111342,7.8
111343,6.3
111344,6.0
111345,8.2
111346,6.9
111347,7.3
111348,6.8
111349,1.3
111350,2.9
111351,3.1
111352,5.8
111353,7.1
111354,5.8
111355,7.4
111356,4.2
111357,8.3
111358,5.3
111359,4.1
111360,5.2
111361,9.9
111362,6.8
111363,3.4
111364,6.4
111365,4.5
111366,6.6
111367,8.0
111368,5.3
111369,4.4
111370,2.5
111371,5.0
111372,5.9
111373,8.2
111374,7.9
111375,6.1
111376,6.7
111377,5.9
111378,3.9
111379,6.3
111380,7.1
111381,7.3
111382,7.6
111383,4.7
111384,6.4
111385,5.0
111386,8.0
111387,6.5
111388,6.1
111389,3.3
111390,8.5
111391,7.2
111392,5.8
111393,7.6
111394,7.5
111395,7.0
111396,6.9
111397,4.2
111398,7.2
111399,7.2
111400,8.2
111401,7.8
111402,7.4
111403,4.4
111404,5.7
111405,10.0
111406,5.4
111407,6.1
111408,6.7
111409,6.7
111410,6.0
111411,7.4
111412,7.7
111413,9.0
111414,6.5
111415,7.2
111416,5.9
111417,5.0
111418,6.2
111419,8.1
111420,5.8
111421,4.8
111422,8.9
111423,6.8
111424,5.1
111425,7.5
111426,6.5
111427,7.3
111428,7.2
111429,8.9
111430,6.4
111431,7.5
111432,6.8
111433,8.2
111434,7.7
111435,5.3
111436,6.3
111437,5.0
111438,6.2
111439,4.7
111440,5.2
111441,7.3
111442,5.9
111443,3.8
111444,6.0
111445,5.1
111446,8.1
111447,3.9
111448,8.6
111449,7.8
111450,7.6
111451,7.2
111452,6.8
111453,7.4
111454,5.6
111455,6.2
111456,3.7
111457,3.8
111458,3.1
111459,6.8
111460,3.3
111461,6.7
111462,5.2
111463,6.9
111464,8.2
111465,6.7
111466,6.4
111467,8.1
111468,5.0
111469,7.5
111470,5.5
111471,6.7
111472,8.2
111473,6.9
111474,8.1
111475,3.1
111476,7.0
111477,6.5
111478,9.5
111479,6.8
111480,7.6
111481,5.3
111482,8.5
111483,6.1
111484,5.0
111485,6.4
111486,5.3
111487,7.4
111488,4.6
111489,7.4
111490,5.9
111491,6.3
111492,6.3
111493,7.0
111494,5.7
111495,5.9
111496,7.1
111497,7.0
111498,4.3
111499,3.8
111500,5.2
111501,6.4
111502,6.9
111503,6.7
111504,6.4
111505,5.5
111506,6.7
111507,5.2
111508,7.7
111509,8.3
111510,8.5
111511,5.5
111512,7.5
111513,3.7
111514,6.0
111515,4.0
111516,6.5
111517,5.4
111518,9.7
111519,8.0
111520,7.8
111521,6.2
111522,5.5
111523,5.6
111524,7.1
111525,4.1
111526,7.0
111527,6.7
111528,6.2
111529,2.3
111530,5.1
111531,9.5
111532,7.1
111533,5.9
111534,7.0
111535,6.5
111536,4.0
111537,4.7
111538,7.7
111539,6.6
111540,5.6
111541,6.9
111542,9.2
111543,4.0
111544,7.3
111545,8.3
111546,6.2
111547,8.0
111548,4.4
111549,6.2
111550,8.8
111551,6.3
111552,7.0
111553,5.5
111554,3.8
111555,7.1
111556,4.1
111557,5.9
111558,4.6
111559,4.8
111560,6.8
111561,6.9
111562,6.9
111563,7.3
111564,6.1
111565,4.4
111566,6.4
111567,6.5
111568,4.5
111569,8.0
111570,7.3
111571,7.5
111572,6.1
111573,6.4
111574,6.8
111575,6.5
111576,6.6
111577,5.0
111578,6.8
111579,6.2
111580,9.1
111581,4.5
111582,5.7
111583,6.1
111584,6.4
111585,5.4
111586,6.8
111587,3.5
111588,6.8
111589,5.9
111590,8.1
111591,7.5
111592,6.8
111593,7.0
111594,7.0
111595,5.3
111596,6.3
111597,6.3
111598,4.4
111599,4.4
111600,4.7
111601,8.0
111602,5.1
111603,7.1
111604,6.2
111605,7.2
111606,7.2
111607,8.1
111608,7.0
111609,6.2
111610,8.2
111611,7.7
111612,6.0
111613,5.3
111614,7.6
111615,6.0
111616,3.9
111617,6.3
111618,7.7
111619,9.3
111620,5.4
111621,9.7
111622,8.0
111623,6.5
111624,8.1
111625,3.8
111626,8.2
111627,7.1
111628,7.1
111629,9.4
111630,5.8
111631,6.6
111632,9.0
111633,7.7
111634,7.8
111635,6.1
111636,4.8
111637,7.8
111638,7.2
111639,7.9
111640,7.6
111641,7.8
111642,7.4
111643,8.5
111644,5.8
111645,4.5
111646,7.8
111647,6.1
111648,7.5
111649,3.1
111650,7.4
111651,10.0
111652,7.8
111653,6.4
111654,3.8
111655,2.6
111656,7.1
111657,5.2
111658,6.7
111659,7.8
111660,5.2
111661,6.9
111662,7.6
111663,7.2
111664,8.3
111665,6.3
111666,6.3
111667,7.3
111668,6.3
111669,4.7
111670,6.3
111671,7.6
111672,8.2
111673,6.7
111674,4.9
111675,9.1
111676,7.5
111677,5.7
111678,7.4
111679,3.0
111680,3.1
111681,3.6
111682,3.3
111683,9.5
111684,3.3
111685,8.8
111686,4.2
111687,6.5
111688,7.8
111689,6.2
111690,7.3
111691,8.6
111692,7.6
111693,6.9
111694,5.2
111695,6.2
111696,7.4
111697,6.4
111698,5.7
111699,4.0
111700,6.2
111701,9.2
111702,6.8
111703,5.6
111704,8.7
111705,7.4
111706,8.0
111707,7.7
111708,5.7
111709,8.4
111710,8.2
111711,6.3
111712,6.0
111713,5.8
111714,7.7
111715,6.0
111716,5.7
111717,6.4
111718,8.2
111719,4.6
111720,8.1
111721,6.1
111722,3.9
111723,7.4
111724,3.8
111725,6.5
111726,6.6
111727,8.0
111728,8.1
111729,6.2
111730,5.6
111731,5.8
111732,7.2
111733,4.9
111734,6.2
111735,4.5
111736,7.2
111737,5.3
111738,7.5
111739,6.3
111740,5.4
111741,5.5
111742,4.8
111743,5.9
111744,6.9
111745,4.3
111746,7.5
111747,8.8
111748,4.6
111749,6.5
111750,7.2
111751,6.4
111752,7.3
111753,2.6
111754,7.3
111755,6.7
111756,7.5
111757,6.1
111758,9.4
111759,5.8
111760,5.4
111761,6.6
111762,4.0
111763,5.3
111764,6.2
111765,5.4
111766,4.8
111767,6.9
111768,8.5
111769,7.6
111770,7.7
111771,7.0
111772,7.0
111773,3.4
111774,7.7
111775,6.5
111776,7.2
111777,7.5
111778,6.9
111779,5.0
111780,6.4
111781,5.1
111782,4.4
111783,6.4
111784,8.4
111785,7.0
111786,8.7
111787,7.1
111788,5.8
111789,4.8
111790,7.0
111791,7.1
111792,7.9
111793,7.0
111794,6.9
111795,7.2
111796,7.3
111797,5.8
111798,6.5
111799,6.0
111800,4.4
111801,4.7
111802,5.0
111803,6.0
111804,7.5
111805,4.7
111806,7.1
111807,7.1
111808,5.2
111809,5.7
111810,6.5
111811,7.7
111812,5.0
111813,7.2
111814,3.8
111815,5.9
111816,5.9
111817,8.1
111818,7.0
111819,8.0
111820,7.3
111821,4.9
111822,7.4
111823,7.0
111824,8.4
111825,5.9
111826,6.8
111827,5.4
111828,8.1
111829,8.0
111830,7.1
111831,9.3
111832,3.6
111833,2.7
111834,5.4
111835,2.4
111836,5.5
111837,7.8
111838,6.2
111839,3.4
111840,6.9
111841,5.2
111842,6.0
111843,5.5
111844,2.6
111845,7.3
111846,5.9
111847,6.3
111848,6.3
111849,6.9
111850,5.5
111851,5.8
111852,4.7
111853,5.8
111854,4.7
111855,2.6
111856,6.6
111857,5.8
111858,7.3
111859,6.4
111860,4.8
111861,5.3
111862,5.2
111863,6.4
111864,3.4
111865,1.5
111866,8.2
111867,3.7
111868,6.2
111869,3.7
111870,5.7
111871,7.5
111872,3.6
111873,7.2
111874,8.4
111875,7.5
111876,6.8
111877,5.2
111878,8.1
111879,6.0
111880,4.3
111881,7.7
111882,8.3
111883,7.8
111884,7.2
111885,7.0
111886,7.9
111887,7.9
111888,5.9
111889,8.4
111890,7.6
111891,7.6
111892,2.9
111893,4.3
111894,5.7
111895,7.7
111896,6.0
111897,7.1
111898,5.7
111899,6.7
111900,8.2
111901,7.9
111902,6.8
111903,5.1
111904,8.0
111905,7.9
111906,7.3
111907,1.2
111908,5.0
111909,5.4
111910,7.5
111911,4.6
111912,2.5
111913,6.1
111914,6.3
111915,8.1
111916,5.5
111917,8.0
111918,7.2
111919,7.5
111920,6.0
111921,6.7
111922,6.8
111923,7.7
111924,5.4
111925,8.5
111926,5.1
111927,7.2
111928,4.7
111929,4.2
111930,5.5
111931,3.4
111932,7.9
111933,7.9
111934,8.1
111935,6.8
111936,6.1
111937,5.4
111938,7.9
111939,7.0
111940,6.9
111941,7.6
111942,9.3
111943,4.7
111944,5.2
111945,7.4
111946,7.2
111947,7.8
111948,8.0
111949,6.9
111950,6.7
111951,1.7
111952,7.4
111953,4.5
111954,7.8
111955,6.3
111956,6.5
111957,4.4
111958,4.8
111959,4.8
111960,5.5
111961,3.8
111962,9.0
111963,3.9
111964,6.5
111965,4.9
111966,7.7
111967,8.0
111968,7.5
111969,6.1
111970,6.0
111971,5.1
111972,4.4
111973,4.2
111974,7.3
111975,6.4
111976,2.7
111977,5.1
111978,6.6
111979,5.6
111980,7.1
111981,7.4
111982,6.8
111983,7.3
111984,4.9
111985,6.1
111986,7.3
111987,7.0
111988,5.2
111989,4.4
111990,8.2
111991,7.3
111992,6.2
111993,8.6
111994,9.0
111995,9.0
111996,1.7
111997,7.2
111998,5.4
111999,6.8
112000,6.1
112001,5.5
112002,6.5
112003,7.2
112004,6.8
112005,7.2
112006,5.2
112007,8.4
112008,6.3
112009,7.1
112010,5.7
112011,5.8
112012,4.7
112013,7.4
112014,6.6
112015,6.7
112016,5.2
112017,5.3
112018,8.0
112019,6.5
112020,6.9
112021,7.4
112022,5.6
112023,2.2
112024,6.6
112025,6.7
112026,6.7
112027,5.8
112028,5.8
112029,6.4
112030,6.0
112031,2.6
112032,6.7
112033,5.0
112034,6.7
112035,3.8
112036,7.1
112037,5.9
112038,6.9
112039,4.6
112040,6.4
112041,4.5
112042,7.6
112043,5.8
112044,6.3
112045,6.7
112046,7.9
112047,7.3
112048,5.7
112049,6.5
112050,4.8
112051,6.5
112052,7.4
112053,7.6
112054,7.6
112055,6.4
112056,6.0
112057,7.7
112058,4.9
112059,6.3
112060,6.1
112061,6.1
112062,7.2
112063,8.6
112064,6.2
112065,6.9
112066,7.1
112067,5.5
112068,6.1
112069,5.1
112070,5.7
112071,6.3
112072,4.8
112073,5.8
112074,9.3
112075,6.8
112076,7.5
112077,7.9
112078,6.5
112079,7.4
112080,7.1
112081,4.5
112082,7.8
112083,7.1
112084,6.8
112085,5.8
112086,6.2
112087,6.7
112088,6.4
112089,6.9
112090,3.8
112091,4.7
112092,5.8
112093,4.3
112094,3.2
112095,6.0
112096,6.4
112097,4.5
112098,5.6
112099,7.3
112100,7.3
112101,7.0
112102,4.5
112103,8.5
112104,5.7
112105,6.7
112106,5.9
112107,6.5
112108,4.7
112109,6.8
112110,6.2
112111,6.0
112112,6.8
112113,3.2
112114,8.0
112115,4.4
112116,5.8
112117,6.0
112118,6.8
112119,5.8
112120,7.0
112121,5.9
112122,6.9
112123,3.9
112124,6.2
112125,4.7
112126,8.0
112127,9.4
112128,6.5
112129,8.0
112130,9.2
112131,2.3
112132,4.5
112133,7.2
112134,6.0
112135,5.3
112136,6.1
112137,7.8
112138,6.0
112139,2.5
112140,6.4
112141,5.4
112142,5.9
112143,6.4
112144,6.9
112145,8.6
112146,7.4
112147,7.3
112148,4.6
112149,7.2
112150,6.5
112151,6.9
112152,6.2
112153,7.4
112154,7.3
112155,7.4
112156,7.3
112157,6.9
112158,7.7
112159,5.9
112160,5.7
112161,7.4
112162,6.7
112163,5.6
112164,6.0
112165,6.6
112166,4.9
112167,7.6
112168,5.4
112169,6.8
112170,8.1
112171,4.4
112172,7.6
112173,6.2
112174,4.9
112175,6.7
112176,7.7
112177,5.2
112178,4.6
112179,6.6
112180,8.7
112181,7.5
112182,7.1
112183,6.7
112184,7.5
112185,9.0
112186,7.0
112187,6.4
112188,7.8
112189,5.1
112190,3.0
112191,5.4
112192,6.1
112193,4.9
112194,8.9
112195,4.3
112196,4.1
112197,8.5
112198,7.5
112199,5.2
112200,4.3
112201,4.8
112202,4.6
112203,5.2
112204,6.0
112205,5.9
112206,5.9
112207,7.2
112208,9.2
112209,5.2
112210,3.7
112211,5.5
112212,4.7
112213,3.3
112214,4.6
112215,4.6
112216,6.4
112217,8.2
112218,4.5
112219,4.2
112220,5.2
112221,6.1
112222,6.7
112223,7.8
112224,6.0
112225,4.6
112226,7.6
112227,5.7
112228,5.4
112229,7.8
112230,7.8
112231,7.3
112232,3.1
112233,6.3
112234,7.4
112235,6.0
112236,6.2
112237,4.6
112238,7.3
112239,3.9
112240,4.0
112241,5.9
112242,6.7
112243,5.8
112244,4.9
112245,4.6
112246,5.4
112247,3.9
112248,7.2
112249,5.4
112250,5.7
112251,5.5
112252,6.6
112253,5.4
112254,7.8
112255,8.1
112256,7.6
112257,9.4
112258,9.2
112259,3.8
112260,7.5
112261,8.5
112262,8.5
112263,6.4
112264,5.4
112265,6.0
112266,8.8
112267,8.7
112268,7.9
112269,7.5
112270,8.6
112271,5.7
112272,9.2
112273,7.1
112274,7.0
112275,6.8
112276,6.3
112277,6.9
112278,7.2
112279,5.4
112280,5.3
112281,3.8
112282,5.6
112283,6.4
112284,7.0
112285,7.1
112286,8.2
112287,6.9
112288,7.0
112289,4.9
112290,6.9
112291,5.7
112292,5.6
112293,7.0
112294,6.3
112295,6.1
112296,5.7
112297,5.6
112298,8.7
112299,5.7
112300,6.7
112301,5.2
112302,6.9
112303,6.3
112304,7.4
112305,5.2
112306,7.8
112307,7.0
112308,7.1
112309,4.6
112310,6.4
112311,7.6
112312,6.0
112313,5.8
112314,5.4
112315,7.7
112316,5.0
112317,6.5
112318,6.2
112319,5.6
112320,8.2
112321,4.6
112322,6.6
112323,6.4
112324,7.9
112325,6.4
112326,6.8
112327,6.8
112328,4.4
112329,7.6
112330,6.8
112331,6.6
112332,7.6
112333,4.4
112334,5.9
112335,5.7
112336,6.6
112337,8.8
112338,8.3
112339,7.8
112340,6.3
112341,7.5
112342,5.5
112343,7.5
112344,7.3
112345,4.7
112346,7.6
112347,2.8
112348,1.2
112349,5.8
112350,7.3
112351,6.7
112352,5.8
112353,7.5
112354,6.4
112355,8.4
112356,4.2
112357,6.8
112358,7.5
112359,3.7
112360,8.0
112361,6.5
112362,6.1
112363,6.8
112364,4.8
112365,5.8
112366,8.6
112367,7.5
112368,5.5
112369,4.5
112370,7.3
112371,4.2
112372,5.9
112373,6.6
112374,7.5
112375,4.1
112376,7.9
112377,7.7
112378,4.9
112379,3.3
112380,8.1
112381,5.8
112382,6.6
112383,7.0
112384,7.7
112385,5.3
112386,6.0
112387,5.7
112388,8.9
112389,5.3
112390,3.6
112391,7.0
112392,2.8
112393,4.9
112394,4.7
112395,8.4
112396,6.7
112397,6.3
112398,8.2
112399,8.4
112400,7.4
112401,4.5
112402,4.7
112403,4.5
112404,7.8
112405,7.0
112406,6.2
112407,7.0
112408,5.5
112409,7.2
112410,3.5
112411,4.0
112412,5.9
112413,7.6
112414,4.4
112415,5.7
112416,7.9
112417,7.1
112418,8.0
112419,4.5
112420,4.8
112421,7.1
112422,6.7
112423,7.6
112424,7.2
112425,7.9
112426,7.4
112427,5.4
112428,6.3
112429,5.1
112430,6.8
112431,8.5
112432,5.7
112433,5.4
112434,4.6
112435,7.6
112436,7.0
112437,8.0
112438,7.9
112439,5.7
112440,6.9
112441,6.3
112442,3.7
112443,2.5
112444,4.9
112445,2.2
112446,8.6
112447,3.4
112448,7.6
112449,3.2
112450,7.5
112451,9.8
112452,7.7
112453,8.4
112454,7.5
112455,8.8
112456,4.9
112457,6.9
112458,7.4
112459,5.2
112460,7.3
112461,5.9
112462,7.1
112463,5.6
112464,5.5
112465,5.5
112466,8.5
112467,4.1
112468,6.4
112469,5.4
112470,7.8
112471,6.5
112472,3.7
112473,6.2
112474,6.9
112475,3.6
112476,5.6
112477,6.4
112478,7.9
112479,7.9
112480,6.0
112481,5.0
112482,6.3
112483,6.0
112484,6.7
112485,7.0
112486,5.1
112487,7.6
112488,5.3
112489,6.1
112490,6.9
112491,5.1
112492,6.7
112493,6.9
112494,6.7
112495,8.6
112496,7.2
112497,6.7
112498,6.4
112499,6.2
112500,2.9
112501,9.4
112502,7.8
112503,5.2
112504,6.8
112505,6.6
112506,5.4
112507,5.3
112508,7.2
112509,6.6
112510,6.1
112511,6.5
112512,7.7
112513,7.5
112514,6.8
112515,6.9
112516,6.3
112517,7.6
112518,3.9
112519,8.0
112520,6.7
112521,6.6
112522,7.1
112523,4.8
112524,7.1
112525,8.8
112526,5.4
112527,4.6
112528,2.1
112529,7.2
112530,6.2
112531,6.1
112532,4.8
112533,6.0
112534,6.2
112535,8.6
112536,6.8
112537,8.7
112538,6.2
112539,3.0
112540,5.8
112541,7.5
112542,4.5
112543,7.3
112544,6.7
112545,7.4
112546,7.1
112547,8.1
112548,8.0
112549,5.3
112550,8.4
112551,6.7
112552,4.2
112553,6.1
112554,8.8
112555,5.2
112556,7.8
112557,8.7
112558,5.2
112559,6.9
112560,9.6
112561,6.6
112562,6.9
112563,6.1
112564,7.3
112565,1.7
112566,5.6
112567,5.5
112568,6.1
112569,6.7
112570,7.0
112571,5.5
112572,7.8
112573,3.0
112574,8.7
112575,8.2
112576,8.9
112577,7.7
112578,4.7
112579,8.3
112580,2.3
112581,5.6
112582,8.0
112583,6.7
112584,4.7
112585,6.5
112586,9.1
112587,8.0
112588,6.9
112589,7.3
112590,7.4
112591,7.6
112592,5.2
112593,9.0
112594,5.9
112595,8.6
112596,9.8
112597,8.3
112598,5.9
112599,7.8
112600,5.1
112601,7.5
112602,6.4
112603,3.5
112604,7.0
112605,8.7
112606,9.5
112607,6.8
112608,6.4
112609,6.4
112610,5.6
112611,8.6
112612,7.1
112613,9.7
112614,8.4
112615,6.4
112616,7.8
112617,8.6
112618,6.6
112619,7.0
112620,7.4
112621,8.3
112622,8.5
112623,5.7
112624,5.1
112625,4.5
112626,5.8
112627,7.7
112628,7.9
112629,4.5
112630,6.4
112631,8.4
112632,7.2
112633,7.9
112634,6.5
112635,8.5
112636,6.4
112637,4.6
112638,6.5
112639,6.7
112640,7.3
112641,9.6
112642,8.1
112643,3.8
112644,6.3
112645,8.5
112646,7.7
112647,7.0
112648,6.3
112649,7.7
112650,7.8
112651,7.3
112652,8.5
112653,8.0
112654,8.7
112655,6.7
112656,7.9
112657,6.8
112658,5.7
112659,9.7
112660,6.2
112661,8.7
112662,6.9
112663,6.7
112664,6.7
112665,5.1
112666,8.2
112667,5.4
112668,8.1
112669,6.0
112670,7.2
112671,4.3
112672,6.1
112673,8.3
112674,7.2
112675,8.6
112676,5.9
112677,5.9
112678,7.0
112679,5.9
112680,6.2
112681,7.6
112682,6.1
112683,2.8
112684,2.6
112685,8.9
112686,4.2
112687,4.1
112688,7.6
112689,6.7
112690,8.4
112691,5.0
112692,5.3
112693,4.5
112694,6.3
112695,6.7
112696,4.5
112697,9.2
112698,6.5
112699,8.4
112700,6.5
112701,6.2
112702,5.4
112703,7.3
112704,5.4
112705,8.3
112706,8.3
112707,7.5
112708,6.7
112709,8.8
112710,6.3
112711,6.3
112712,6.3
112713,8.5
112714,6.1
112715,6.8
112716,7.5
112717,6.5
112718,6.0
112719,3.7
112720,8.6
112721,6.3
112722,5.7
112723,4.6
112724,7.8
112725,3.5
112726,7.1
112727,7.4
112728,4.9
112729,7.5
112730,7.6
112731,8.7
112732,6.2
112733,7.5
112734,5.5
112735,2.8
112736,9.5
112737,6.9
112738,5.2
112739,5.6
112740,5.0
112741,7.9
112742,8.9
112743,6.5
112744,7.4
112745,7.2
112746,6.1
112747,6.9
112748,8.4
112749,6.5
112750,7.1
112751,4.6
112752,5.8
112753,6.9
112754,6.3
112755,3.2
112756,4.9
112757,8.0
112758,6.5
112759,3.1
112760,3.6
112761,7.2
112762,5.4
112763,8.2
112764,4.6
112765,7.0
112766,8.4
112767,3.2
112768,6.7
112769,5.8
112770,7.0
112771,6.1
112772,5.7
112773,9.2
112774,5.7
112775,5.8
112776,7.0
112777,2.3
112778,8.7
112779,5.7
112780,8.7
112781,8.2
112782,5.0
112783,4.7
112784,6.4
112785,4.7
112786,6.9
112787,6.6
112788,6.6
112789,5.0
112790,5.6
112791,5.3
112792,9.2
112793,7.9
112794,8.6
112795,5.6
112796,8.2
112797,7.7
112798,6.0
112799,8.8
112800,5.8
112801,7.2
112802,4.3
112803,8.1
112804,4.3
112805,7.6
112806,4.7
112807,6.8
112808,8.2
112809,6.6
112810,6.3
112811,6.7
112812,6.6
112813,7.0
112814,4.1
112815,5.1
112816,9.8
112817,7.7
112818,6.1
112819,7.6
112820,5.9
112821,6.9
112822,6.6
112823,8.8
112824,7.8
112825,6.5
112826,7.7
112827,7.1
112828,6.9
112829,5.0
112830,5.5
112831,6.2
112832,8.0
112833,3.8
112834,6.1
112835,6.1
112836,5.3
112837,8.8
112838,4.6
112839,6.5
112840,4.6
112841,7.8
112842,7.9
112843,8.0
112844,6.8
112845,4.5
112846,5.1
112847,4.7
112848,7.1
112849,7.6
112850,6.6
112851,4.7
112852,5.3
112853,8.8
112854,7.0
112855,6.8
112856,6.4
112857,7.0
112858,7.3
112859,4.8
112860,8.2
112861,7.0
112862,5.2
112863,6.0
112864,4.8
112865,3.4
112866,8.0
112867,7.2
112868,4.3
112869,6.7
112870,7.5
112871,9.2
112872,5.5
112873,7.7
112874,7.7
112875,7.4
112876,6.5
112877,3.8
112878,5.0
112879,8.0
112880,7.0
112881,7.6
112882,5.6
112883,7.7
112884,6.6
112885,6.5
112886,7.1
112887,5.6
112888,5.9
112889,5.0
112890,6.9
112891,4.5
112892,7.0
112893,4.9
112894,5.9
112895,5.0
112896,6.5
112897,4.5
112898,6.9
112899,7.3
112900,2.8
112901,3.2
112902,5.1
112903,5.5
112904,7.2
112905,7.2
112906,6.1
112907,8.2
112908,6.7
112909,6.6
112910,6.7
112911,5.5
112912,7.5
112913,4.9
112914,3.0
112915,6.4
112916,7.2
112917,8.8
112918,8.0
112919,7.4
112920,6.5
112921,7.3
112922,6.4
112923,6.9
112924,8.5
112925,6.2
112926,3.3
112927,6.5
112928,5.9
112929,6.5
112930,7.4
112931,7.9
112932,7.7
112933,7.0
112934,6.8
112935,6.4
112936,7.0
112937,9.4
112938,5.7
112939,7.2
112940,6.0
112941,7.2
112942,7.4
112943,3.7
112944,6.2
112945,5.3
112946,5.5
112947,7.2
112948,5.0
112949,5.0
112950,4.7
112951,8.7
112952,4.5
112953,4.6
112954,6.5
112955,6.8
112956,5.7
112957,6.2
112958,5.5
112959,5.3
112960,6.0
112961,5.5
112962,7.4
112963,5.9
112964,6.2
112965,4.0
112966,6.8
112967,6.7
112968,5.3
112969,5.6
112970,7.2
112971,6.6
112972,4.2
112973,8.3
112974,9.1
112975,5.1
112976,7.8
112977,5.5
112978,6.2
112979,5.4
112980,7.6
112981,6.6
112982,7.8
112983,4.1
112984,4.2
112985,6.2
112986,4.8
112987,5.4
112988,6.5
112989,8.1
112990,5.5
112991,7.5
112992,5.8
112993,6.8
112994,4.5
112995,7.2
112996,7.2
112997,6.2
112998,6.7
112999,7.8
113000,6.8
113001,6.9
113002,8.6
113003,6.6
113004,4.1
113005,3.6
113006,6.6
113007,6.5
113008,7.0
113009,6.4
113010,4.5
113011,5.5
113012,6.5
113013,8.0
113014,6.2
113015,6.2
113016,8.0
113017,6.0
113018,5.5
113019,6.1
113020,6.2
113021,7.6
113022,4.0
113023,4.0
113024,4.5
113025,3.8
113026,8.0
113027,6.9
113028,5.8
113029,6.7
113030,7.2
113031,6.3
113032,5.2
113033,8.1
113034,6.4
113035,8.4
113036,7.4
113037,5.7
113038,6.2
113039,5.9
113040,5.4
113041,7.6
113042,5.7
113043,8.0
113044,8.0
113045,7.4
113046,7.6
113047,4.1
113048,4.5
113049,9.2
113050,7.3
113051,6.1
113052,8.0
113053,7.4
113054,2.9
113055,6.9
113056,8.8
113057,5.4
113058,8.1
113059,6.2
113060,7.9
113061,8.0
113062,6.6
113063,5.2
113064,6.1
113065,4.8
113066,7.2
113067,3.4
113068,4.4
113069,5.9
113070,4.7
113071,7.6
113072,8.2
113073,7.3
113074,4.5
113075,5.8
113076,3.7
113077,8.6
113078,8.0
113079,8.1
113080,5.3
113081,7.0
113082,7.0
113083,7.5
113084,3.9
113085,3.8
113086,4.8
113087,4.4
113088,5.2
113089,5.9
113090,4.9
113091,6.8
113092,5.9
113093,3.1
113094,6.0
113095,4.3
