,numVotes
129290,106
129291,9
129292,10
129293,11
129294,13
129295,143
129296,1942
129297,50
129298,6
129299,50
129300,40
129301,37
129302,10
129303,8
129304,29
129305,8
129306,14
129307,7
129308,74
129309,1723
129310,44
129311,131
129312,10
129313,563
129314,11
129315,78
129316,136
129317,920
129318,23
129319,13
129320,12
129321,25
129322,247
129323,33
129324,23734
129325,2720
129326,82
129327,57
129328,23
129329,51
129330,641
129331,13
129332,143
129333,6
129334,17
129335,35
129336,19
129337,17
129338,8
129339,6
129340,99
129341,27
129342,24
129343,2262
129344,7
129345,1678
129346,350
129347,73
129348,41
129349,577
129350,4478
129351,35
129352,81
129353,193
129354,63
129355,66
129356,29
129357,9
129358,215
129359,62
129360,13
129361,11
129362,25
129363,6
129364,139
129365,42
129366,66
129367,141
129368,86
129369,23122
129370,42989
129371,92
129372,24842
129373,137
129374,9
129375,1094
129376,107
129377,60
129378,31
129379,160
129380,584
129381,12
129382,121
129383,14
129384,752
129385,5
129386,1136
129387,612
129388,5
129389,55
129390,27
129391,179
129392,45
129393,94
129394,268
129395,10
129396,131
129397,22
129398,38
129399,7
129400,124
129401,26
129402,253
129403,1729
129404,408
129405,15
129406,401
129407,13
129408,480
129409,313
129410,653
129411,29
129412,205
129413,61
129414,102
129415,15
129416,1020
129417,624
129418,76
129419,38
129420,2301
129421,14
129422,95
129423,102
129424,40
129425,6
129426,89
129427,37
129428,31
129429,295
129430,2675
129431,15
129432,20
129433,25
129434,1347
129435,75
129436,65
129437,14732
129438,9
129439,20
129440,18
129441,23
129442,28
129443,12
129444,21
129445,17
129446,283
129447,117
129448,6
129449,11
129450,291
129451,39
129452,403
129453,16
129454,8
129455,8
129456,127
129457,4389
129458,2315
129459,2567
129460,25
129461,89
129462,55
129463,8
129464,9
129465,22
129466,160
129467,15
129468,126
129469,11
129470,266
129471,121
129472,14
129473,219
129474,364
129475,178
129476,505
129477,9
129478,196
129479,137
129480,9
129481,8
129482,8
129483,16
129484,936
129485,13
129486,1013
129487,162
129488,65
129489,118
129490,37
129491,10
129492,14
129493,87
129494,3074
129495,129
129496,77
129497,1189
129498,1219
129499,28
129500,27
129501,332
129502,334
129503,40
129504,7
129505,16
129506,6
129507,11
129508,9
129509,10
129510,100
129511,13
129512,75
129513,14
129514,22
129515,69
129516,1093
129517,25
129518,60
129519,102
129520,12
129521,9
129522,79
129523,9
129524,517
129525,19
129526,337
129527,12
129528,8
129529,11
129530,395
129531,2028
129532,8
129533,39
129534,4678
129535,22
129536,19
129537,11
129538,445
129539,656
129540,7319
129541,163
129542,88
129543,17
129544,10
129545,72
129546,550
129547,6
129548,53
129549,8
129550,9
129551,1110
129552,27
129553,31
129554,12235
129555,31
129556,12
129557,67
129558,131
129559,41
129560,65
129561,22
129562,19
129563,69
129564,496
129565,55
129566,7
129567,29
129568,6
129569,71
129570,17
129571,190
129572,11
129573,11
129574,597
129575,32
129576,129
129577,15
129578,66
129579,1288
129580,148
129581,6
129582,278
129583,50
129584,7
129585,37
129586,89
129587,45
129588,14
129589,280
129590,585
129591,472
129592,199
129593,13
129594,705
129595,170
129596,257
129597,32
129598,7
129599,86
129600,75
129601,22
129602,5
129603,21
129604,9
129605,9435
129606,575
129607,542
129608,775
129609,30
129610,8
129611,660549
129612,481107
129613,23
129614,10
129615,10
129616,10
129617,9
129618,4759
129619,8
129620,97
129621,36
129622,6
129623,67
129624,7
129625,11
129626,22
129627,167
129628,110
129629,7
129630,143
129631,25
129632,78
129633,7
129634,11
129635,41
129636,15
129637,12
129638,56
129639,258
129640,219
129641,44459
129642,51
129643,1190
129644,522
129645,34
129646,26
129647,26
129648,34
129649,68
129650,64
129651,19
129652,248
129653,120
129654,33
129655,41
129656,13
129657,10
129658,181
129659,16
129660,62
129661,18
129662,42
129663,11
129664,51
129665,30
129666,206
129667,19
129668,1435
129669,44
129670,70
129671,90
129672,418
129673,119
129674,148
129675,8
129676,572
129677,7
129678,8
129679,13
129680,8
129681,98
129682,874
129683,527
129684,12
129685,786
129686,13606
129687,4875
129688,83625
129689,2171
129690,46
129691,111
129692,24
129693,48
129694,24
129695,34
129696,25
129697,9377
129698,30
129699,18
129700,7
129701,363
129702,18
129703,25
129704,7
129705,98
129706,62
129707,111
129708,5186
129709,235
129710,958
129711,1675
129712,56
129713,33
129714,7
129715,190
129716,41
129717,160
129718,200
129719,9
129720,18169
129721,17
129722,26
129723,35
129724,657
129725,39
129726,20
129727,615
129728,9
129729,1243
129730,175
129731,24
129732,26
129733,9
129734,710
129735,280
129736,122
129737,31
129738,2406
129739,18
129740,51
129741,262
129742,1470
129743,2720
129744,40
129745,20
129746,17
129747,6
129748,68
129749,473
129750,37
129751,16
129752,185
129753,226
129754,185
129755,30
129756,17
129757,130
129758,10
129759,32179
129760,2850
129761,20
129762,2544
129763,8
129764,1507
129765,34
129766,1158
129767,120
129768,21
129769,10
129770,1010
129771,105
129772,549
129773,2288
129774,21
129775,5
129776,68
129777,8
129778,13
129779,537
129780,15
129781,6
129782,36
129783,756
129784,263
129785,44
129786,13
129787,10
129788,582
129789,205
129790,10
129791,6
129792,26
129793,14
129794,7
129795,11
129796,203
129797,50
129798,5
129799,7
129800,1890
129801,10
129802,59
129803,829
129804,90
129805,9
129806,340
129807,12
129808,10
129809,61
129810,37
129811,13
129812,14
129813,90
129814,9
129815,95
129816,14
129817,1161
129818,3956
129819,6
129820,26
129821,5055
129822,65
129823,201
129824,482
129825,171
129826,4279
129827,99
129828,9
129829,48
129830,15
129831,3672
129832,2043
129833,21
129834,206
129835,2047
129836,12
129837,128
129838,194
129839,32
129840,713
129841,161
129842,25
129843,24
129844,61
129845,744540
129846,1144
129847,11
129848,41
129849,8320
129850,49
129851,107
129852,156
129853,22
129854,14
129855,1270
129856,22
129857,7
129858,11
129859,6
129860,174607
129861,29
129862,377
129863,1411
129864,38
129865,10
129866,23
129867,281
129868,17
129869,5
129870,15
129871,178
129872,13
129873,665
129874,2985
129875,25
129876,35
129877,210
129878,17
129879,124
129880,51
129881,117
129882,2001
129883,71
129884,2525
129885,18
129886,767
129887,832
129888,5
129889,54
129890,408
129891,3631
129892,10258
129893,12
129894,185
129895,34
129896,28
129897,95
129898,29
129899,142
129900,295
129901,368
129902,71140
129903,6
129904,220
129905,659
129906,722
129907,525
129908,18744
129909,10
129910,763
129911,14
129912,16
129913,491
129914,16
129915,245
129916,8
129917,8
129918,49
129919,21
129920,14
129921,22
129922,36
129923,274
129924,640
129925,335
129926,23
129927,26
129928,7
129929,346
129930,1538
129931,8990
129932,12
129933,13
129934,113
129935,24
129936,41
129937,68
129938,28
129939,59391
129940,47
129941,29
129942,81
129943,167
129944,7
129945,9
129946,916
129947,152
129948,36
129949,633
129950,234
129951,8717
129952,8
129953,12
129954,111090
129955,109
129956,2482
129957,14
129958,170
129959,10
129960,330
129961,111
129962,52
129963,8
129964,16
129965,1707
129966,14
129967,86
129968,276
129969,9
129970,15
129971,67
129972,1574
129973,143
129974,36
129975,5
129976,7
129977,35
129978,6
129979,16
129980,410
129981,6
129982,11
129983,202
129984,475
129985,7
129986,257
129987,10
129988,15
129989,17
129990,10
129991,168
129992,87
129993,35
129994,9
129995,13
129996,1201
129997,1045
129998,341
129999,36
130000,1284
130001,6
130002,41
130003,12
130004,4093
130005,5268
130006,579
130007,20
130008,159
130009,220
130010,463
130011,305
130012,185
130013,942
130014,67
130015,161
130016,695
130017,88
130018,35
130019,995
130020,9
130021,128
130022,1319
130023,24
130024,33
130025,1227
130026,242
130027,46
130028,6413
130029,112
130030,19
130031,1820
130032,280
130033,22
130034,32
130035,110
130036,11
130037,10
130038,46
130039,56
130040,61
130041,1992
130042,43
130043,354
130044,22
130045,258
130046,934
130047,168
130048,8
130049,14
130050,121
130051,158
130052,11
130053,6644
130054,156065
130055,11
130056,39
130057,588
130058,78
130059,459
130060,44
130061,425
130062,43
130063,558
130064,8
130065,14
130066,8
130067,75
130068,16
130069,349
130070,8
130071,8
130072,3969
130073,1572
130074,28
130075,375
130076,11
130077,23
130078,7
130079,643
130080,35413
130081,14
130082,10318
130083,3934
130084,8
130085,10
130086,21
130087,2440
130088,50
130089,21
130090,433
130091,29620
130092,205
130093,18
130094,8
130095,232
130096,465
130097,9
130098,12
130099,8
130100,31
130101,69
130102,255
130103,20
130104,8210
130105,2043
130106,34
130107,38
130108,3794
130109,26
130110,399
130111,6396
130112,67
130113,80
130114,128
130115,124566
130116,195846
130117,153
130118,8
130119,208
130120,365
130121,6
130122,435
130123,355
130124,121
130125,593
130126,30
130127,521
130128,8
130129,129
130130,7
130131,3863
130132,33
130133,936
130134,65
130135,12
130136,12
130137,31
130138,135
130139,11
130140,160
130141,14
130142,201
130143,16
130144,84
130145,182
130146,110
130147,430
130148,823
130149,30
130150,12
130151,143
130152,73
130153,562
130154,29
130155,65
130156,10
130157,280
130158,29984
130159,5216
130160,25
130161,6522
130162,33
130163,3144
130164,13
130165,594
130166,217
130167,20
130168,178
130169,98
130170,608
130171,18
130172,20
130173,5642
130174,476
130175,28
130176,40
130177,1160
130178,16299
130179,144715
130180,72
130181,13
130182,30
130183,17
130184,109
130185,76
130186,187
130187,364
130188,11
130189,655977
130190,60
130191,23
130192,7
130193,178
130194,48
130195,105
130196,167
130197,78
130198,22
130199,450
130200,37
130201,16
130202,121
130203,95
130204,14
130205,40
130206,933
130207,406
130208,17
130209,122
130210,6232
130211,32
130212,161
130213,72
130214,19
130215,70
130216,14
130217,5855
130218,28
130219,22
130220,1154
130221,44
130222,31
130223,119
130224,580
130225,564
130226,19
130227,153
130228,798
130229,1229
130230,65
130231,247
130232,36
130233,114
130234,922
130235,28
130236,60
130237,19
130238,271
130239,7
130240,20
130241,7
130242,11
130243,586
130244,1859
130245,17
130246,13
130247,233
130248,100
130249,15
130250,23
130251,171
130252,118872
130253,3911
130254,56
130255,34
130256,270
130257,10
130258,224
130259,11
130260,6
130261,212
130262,17
130263,14
130264,12
130265,11
130266,296
130267,89
130268,48145
130269,22
130270,8
130271,154
130272,163
130273,53
130274,120
130275,16
130276,40
130277,11
130278,1297
130279,90059
130280,33
130281,38
130282,63
130283,1748
130284,483
130285,11
130286,30
130287,944
130288,9
130289,12
130290,226
130291,7
130292,151
130293,8
130294,8
130295,10
130296,12
130297,1009
130298,52
130299,34
130300,17
130301,19
130302,11
130303,454
130304,19
130305,465
130306,35
130307,18
130308,1203
130309,521
130310,84
130311,437
130312,7
130313,8
130314,94
130315,1241
130316,18
130317,23
130318,38
130319,14082
130320,68
130321,54
130322,409
130323,107
130324,11681
130325,23
130326,200
130327,22
130328,567
130329,12
130330,9
130331,254
130332,71
130333,12
130334,1515
130335,104
130336,35
130337,861
130338,85
130339,40
130340,8
130341,128
130342,61
130343,211
130344,739
130345,294
130346,193
130347,18
130348,158
130349,22
130350,8
130351,225
130352,746
130353,97
130354,1093
130355,314
130356,40
130357,44
130358,18
130359,8
130360,4307
130361,364
130362,43
130363,21
130364,15
130365,29
130366,556
130367,12
130368,291
130369,983
130370,17
130371,1964
130372,225
130373,162
130374,350
130375,16
130376,32
130377,102
130378,1502
130379,5387
130380,20
130381,432
130382,2209
130383,289
130384,67
130385,81
130386,4451
130387,11
130388,10
130389,11
130390,9
130391,10
130392,8
130393,18
130394,29
130395,327
130396,1452
130397,869
130398,59996
130399,41
130400,12
130401,12
130402,19
130403,149
130404,162
130405,6
130406,167
130407,85
130408,13
130409,86
130410,21
130411,12
130412,24
130413,8
130414,27
130415,7
130416,20
130417,30
130418,8
130419,696
130420,108
130421,35
130422,20
130423,90
130424,5891
130425,265
130426,1728
130427,120
130428,96
130429,47
130430,26
130431,81
130432,54
130433,6
130434,51772
130435,91
130436,8
130437,30
130438,9
130439,7
130440,5004
130441,9578
130442,12
130443,11
130444,9
130445,219
130446,1650
130447,192
130448,15
130449,217
130450,52
130451,561
130452,839
130453,181
130454,182
130455,217
130456,95
130457,61
130458,94
130459,24
130460,55
130461,1966
130462,55
130463,29
130464,16
130465,50
130466,32
130467,21
130468,12
130469,176
130470,271
130471,19
130472,13
130473,341
130474,16
130475,39
130476,9
130477,12
130478,11
130479,13
130480,13
130481,1957
130482,22
130483,23
130484,9
130485,111
130486,61
130487,23
130488,44
130489,150
130490,28
130491,189
130492,31
130493,11
130494,98
130495,20
130496,777
130497,154
130498,851
130499,235
130500,118
130501,17
130502,989
130503,85
130504,18372
130505,6
130506,43
130507,11
130508,7
130509,297
130510,15
130511,27
130512,59
130513,7
130514,8
130515,143
130516,62
130517,268
130518,41
130519,51
130520,20
130521,1984
130522,5
130523,8
130524,10
130525,102
130526,6
130527,23272
130528,30
130529,10
130530,25
130531,180
130532,9
130533,14
130534,166
130535,51
130536,364
130537,54
130538,23
130539,182
130540,30
130541,5
130542,145
130543,17
130544,20
130545,9
130546,25
130547,70
130548,35
130549,165
130550,8
130551,25
130552,238
130553,10
130554,445
130555,1815
130556,136656
130557,11459
130558,14563
130559,28208
130560,12
130561,13
130562,119
130563,26361
130564,261
130565,10
130566,11
130567,9
130568,245965
130569,10209
130570,947119
130571,394840
130572,92
130573,9
130574,12
130575,7
130576,123
130577,507
130578,30
130579,46
130580,235
130581,94
130582,120
130583,51
130584,92
130585,83
130586,6
130587,7
130588,101
130589,129
130590,11
130591,160
130592,358
130593,14
130594,17
130595,15
130596,2195
130597,183
130598,399
130599,426757
130600,716
130601,9
130602,19
130603,38
130604,6
130605,56
130606,94
130607,27
130608,163
130609,491
130610,415
130611,854
130612,962
130613,1081
130614,62
130615,1561
130616,8
130617,48
130618,11
130619,437
130620,8493
130621,84
130622,8
130623,1996
130624,226
130625,15
130626,139
130627,30
130628,1019
130629,17
130630,42
130631,15
130632,7
130633,5522
130634,5569
130635,30
130636,65
130637,86
130638,10
130639,1580
130640,850
130641,24
130642,391
130643,160
130644,107
130645,768
130646,101
130647,106
130648,49
130649,1609
130650,7
130651,13
130652,96
130653,7
130654,6
130655,13
130656,160
130657,277
130658,155
130659,2227
130660,113
130661,28
130662,26
130663,70
130664,12
130665,8
130666,49
130667,11
130668,26
130669,122
130670,27
130671,691
130672,14
130673,11
130674,333
130675,227
130676,365
130677,81
130678,81
130679,15
130680,31
130681,17
130682,235
130683,41
130684,15
130685,21
130686,76
130687,770
130688,41
130689,77
130690,50534
130691,25
130692,11
130693,42
130694,8
130695,45
130696,34
130697,6
130698,56
130699,10
130700,390
130701,2763
130702,835
130703,1158
130704,2466
130705,13
130706,40
130707,483
130708,99274
130709,17
130710,2855
130711,46948
130712,46
130713,18
130714,381
130715,9
130716,10
130717,6
130718,1431
130719,864
130720,37
130721,810
130722,29
130723,9
130724,3212
130725,103
130726,73
130727,11
130728,87
130729,15
130730,258
130731,15
130732,10
130733,264
130734,11
130735,1006
130736,4663
130737,34
130738,14
130739,688
130740,9
130741,11
130742,380
130743,10
130744,16
130745,219
130746,25
130747,154
130748,47
130749,15
130750,29
130751,46
130752,202
130753,84
130754,514
130755,60
130756,306
130757,115
130758,13
130759,11
130760,1305
130761,2061
130762,38
130763,6
130764,6
130765,97
130766,11
130767,88
130768,6
130769,22
130770,9
130771,61
130772,131
130773,19
130774,18
130775,387
130776,62
130777,2566
130778,385
130779,7356
130780,6
130781,242
130782,14
130783,34
130784,9
130785,29
130786,164
130787,8
130788,38
130789,2239
130790,92
130791,234
130792,4774
130793,9695
130794,134
130795,3593
130796,9
130797,9502
130798,202
130799,113
130800,39
130801,1135
130802,833
130803,5
130804,189
130805,29
130806,7
130807,357
130808,275
130809,10492
130810,17
130811,214
130812,769
130813,8
130814,89
130815,21
130816,337
130817,12
130818,16
130819,32
130820,13
130821,46
130822,9
130823,486
130824,298
130825,106
130826,478
130827,539
130828,29
130829,9
130830,30
130831,55
130832,7
130833,49
130834,8
130835,337
130836,90
130837,42
130838,20
130839,29
130840,28
130841,33
130842,6
130843,244
130844,8
130845,15
130846,81
130847,1330
130848,71
130849,55
130850,6
130851,26
130852,10
130853,8
130854,42
130855,764
130856,5
130857,16
130858,290
130859,18
130860,25
130861,17
130862,39
130863,12
130864,50
130865,1316
130866,24
130867,12
130868,150
130869,502
130870,92
130871,15
130872,220
130873,1330
130874,2355
130875,3492
130876,392
130877,25
130878,276
130879,31
130880,24
130881,376
130882,318
130883,348
130884,92
130885,14
130886,104
130887,3302
130888,7
130889,10
130890,32
130891,16
130892,6
130893,28
130894,423
130895,658
130896,112
130897,202
130898,18
130899,903
130900,30
130901,67
130902,17
130903,73
130904,173
130905,34
130906,198
130907,204
130908,41
130909,20
130910,21
130911,20
130912,244
130913,1431
130914,16
130915,58
130916,31
130917,25
130918,1420
130919,23592
130920,361
130921,50
130922,27
130923,28
130924,152
130925,93
130926,124
130927,34
130928,716
130929,17
130930,1394
130931,106
130932,6
130933,68
130934,13
130935,50
130936,17
130937,14
130938,930
130939,184
130940,122
130941,23
130942,24
130943,80
130944,8
130945,165
130946,9
130947,6
130948,81
130949,22
130950,47
130951,22
130952,7
130953,819
130954,13870
130955,22
130956,717
130957,6
130958,445
130959,139
130960,25
130961,6
130962,959
130963,15
130964,3058
130965,3889
130966,10
130967,726
130968,28
130969,211
130970,23
130971,221
130972,328
130973,6862
130974,150
130975,1083
130976,277
130977,20
130978,7
130979,9307
130980,11
130981,43
130982,529
130983,349
130984,498
130985,176
130986,335
130987,24
130988,7
130989,23
130990,72
130991,38
130992,12
130993,43183
130994,249
130995,156
130996,65
130997,2743
130998,108
130999,159
131000,6
131001,26
131002,55
131003,15
131004,38
131005,19
131006,1359
131007,10
131008,7
131009,29
131010,3532
131011,9550
131012,14
131013,12
131014,36
131015,79
131016,506
131017,7
131018,31
131019,23
131020,54
131021,15
131022,345
131023,415
131024,49
131025,98
131026,1114
131027,85
131028,29
131029,69
131030,17
131031,224
131032,29
131033,10
131034,104
131035,14
131036,10
131037,58
131038,90
131039,58
131040,14
131041,1101
131042,11
131043,37
131044,18
131045,35
131046,42
131047,28
131048,76
131049,8
131050,251
131051,215
131052,6
131053,59247
131054,1130
131055,1547
131056,1059
131057,79
131058,285
131059,375
131060,3730
131061,82
131062,405
131063,20
131064,5251
131065,9
131066,13
131067,18
131068,79
131069,155
131070,122
131071,8897
131072,8
131073,123
131074,1061
131075,29
131076,32
131077,10
131078,38
131079,46
131080,1155
131081,21
131082,8994
131083,76
131084,57
131085,11
131086,14
131087,12
131088,16
131089,65
131090,163
131091,8
131092,16
131093,245
131094,11461
131095,26
131096,122
131097,91
131098,22134
131099,7
131100,191
131101,7
131102,58
131103,144
131104,11
131105,80
131106,72
131107,1589
131108,62
131109,176
131110,99
131111,18
131112,162
131113,225
131114,190
131115,228
131116,31
131117,123
131118,12
131119,45
131120,12
131121,107
131122,4969
131123,43
131124,9
131125,8
131126,47
131127,14
131128,244
131129,305
131130,22
131131,670
131132,27093
131133,7837
131134,194
131135,1162
131136,20983
131137,9
131138,396
131139,19
131140,113
131141,274
131142,12
131143,12
131144,9
131145,65
131146,19
131147,25
131148,12
131149,99
131150,153
131151,26
131152,46
131153,1821
131154,151
131155,50
131156,69
131157,19
131158,78
131159,16
131160,22
131161,16
131162,13
131163,165
131164,8
131165,6
131166,21
131167,38
131168,54
131169,33
131170,20
131171,1406
131172,598
131173,23
131174,239
131175,19
131176,6
131177,203
131178,9
131179,178
131180,5
131181,273
131182,20
131183,351
131184,129
131185,13
131186,103
131187,16
131188,212
131189,608
131190,5
131191,33
131192,27
131193,29
131194,14
131195,92
131196,20
131197,147
131198,1939
131199,949
131200,100
131201,55
131202,275
131203,461
131204,111
131205,34
131206,55
131207,69
131208,6
131209,79
131210,21
131211,1564
131212,787
131213,12
131214,2687
131215,376
131216,3035
131217,549
131218,3541
131219,5
131220,17
131221,117
131222,16
131223,10
131224,6
131225,112
131226,20
131227,21
131228,17
131229,378
131230,27
131231,12
131232,8
131233,12
131234,79
131235,217
131236,10
131237,23
131238,94
131239,563
131240,7477
131241,233
131242,8882
131243,91
131244,13
131245,18
131246,12
131247,16
131248,322
131249,71
131250,71
131251,13
131252,94
131253,12
131254,16
131255,124
131256,1410
131257,147
131258,122
131259,13
131260,40
131261,325
131262,1524
131263,11
131264,149
131265,9
131266,10
131267,93
131268,26
131269,22
131270,27
131271,39
131272,25745
131273,32
131274,46
131275,318
131276,8
131277,274
131278,14
131279,10
131280,756
131281,42
131282,22
131283,197
131284,177
131285,83
131286,156
131287,95
131288,68
131289,61
131290,54
131291,4868
131292,27
131293,177
131294,75
131295,68
131296,49
131297,84
131298,11
131299,21888
131300,853
131301,2582
131302,6316
131303,16
131304,6
131305,202
131306,17
131307,138
131308,747
131309,59
131310,412
131311,11
131312,14
131313,1822
131314,667
131315,110
131316,761
131317,35719
131318,7
131319,1653
131320,48
131321,8
131322,52
131323,26
131324,17
131325,15
131326,14
131327,29
131328,1354
131329,1511
131330,7
131331,8
131332,8
131333,8
131334,987
131335,78
131336,68
131337,25
131338,83
131339,140
131340,1236
131341,38
131342,8
131343,94
131344,9
131345,401
131346,55
131347,100
131348,17
131349,9
131350,15
131351,14
131352,38
131353,19
131354,14
131355,32
131356,21
131357,260
131358,39
131359,68
131360,136
131361,55
131362,38
131363,9
131364,10
131365,21
131366,22
131367,44
131368,68
131369,26
131370,50
131371,257
131372,37
131373,26
131374,493
131375,142
131376,10
131377,2069
131378,11
131379,31
131380,133
131381,789
131382,500
131383,95
131384,1849
131385,331
131386,392
131387,16
131388,254
131389,6
131390,9
131391,9
131392,7
131393,67
131394,185
131395,1955
131396,657
131397,9
131398,14
131399,1284
131400,13
131401,15
131402,118
131403,128
131404,177
131405,20
131406,133344
131407,72
131408,60
131409,13
131410,20
131411,20
131412,724
131413,12
131414,14
131415,79
131416,41
131417,9
131418,16
131419,7
131420,405
131421,1719
131422,7
131423,96
131424,12
131425,46
131426,19
131427,7
131428,8
131429,13
131430,67
131431,6
131432,133
131433,149
131434,23
131435,8
131436,10
131437,22
131438,11
131439,523
131440,133
131441,13
131442,13
131443,130
131444,49
131445,889
131446,255
131447,47
131448,3341
131449,395
131450,284
131451,26
131452,33
131453,713
131454,179
131455,31
131456,19
131457,9
131458,8
131459,456
131460,122
131461,552
131462,14
131463,13
131464,17
131465,21
131466,12
131467,466
131468,7
131469,88
131470,7
131471,130
131472,49
131473,128
131474,26
131475,13
131476,33
131477,20
131478,38
131479,82
131480,8
131481,123
131482,414
131483,73
131484,11
131485,457
131486,64
131487,45
131488,66
131489,129
131490,77
131491,18
131492,17
131493,21
131494,28
131495,14
131496,234
131497,115
131498,68
131499,870
131500,104
131501,651
131502,11
131503,834
131504,110
131505,28
131506,5
131507,12
131508,91
131509,7
131510,43
131511,21
131512,13
131513,27
131514,8
131515,10
131516,19
131517,275
131518,12
131519,30
131520,86
131521,8
131522,21
131523,25
131524,202
131525,32
131526,48
131527,7
131528,378
131529,10
131530,8
131531,25
131532,121
131533,45
131534,23
131535,68
131536,28
131537,90
131538,76
131539,30
131540,181
131541,153
131542,12
131543,418
131544,147
131545,6
131546,12
131547,5
131548,24
131549,319
131550,18
131551,64
131552,125
131553,28
131554,7
131555,6
131556,2723
131557,19
131558,8732
131559,17
131560,874
131561,19
131562,98
131563,19
131564,10
131565,9
131566,9
131567,46
131568,49
131569,22
131570,9
131571,19
131572,5436
131573,16
131574,15
131575,45
131576,8
131577,141
131578,191
131579,49
131580,22
131581,65
131582,6
131583,4287
131584,366
131585,34
131586,18
131587,426
131588,1085
131589,142
131590,475
131591,170
131592,406
131593,239
131594,6746
131595,6
131596,989
131597,661
131598,276
131599,21
131600,276
131601,30
131602,154
131603,226329
131604,41004
131605,61
131606,2543
131607,11
131608,12
131609,14
131610,9
131611,26
131612,501
131613,7
131614,2450
131615,7
131616,1067
131617,1791
131618,8
131619,84
131620,19
131621,18
131622,579
131623,12
131624,309
131625,19
131626,543
131627,323
131628,1695
131629,104
131630,25
131631,45925
131632,15
131633,14
131634,8
131635,8
131636,32
131637,89
131638,11
131639,4046
131640,360
131641,6
131642,320
131643,152
131644,20
131645,17
131646,7
131647,18
131648,24967
131649,37105
131650,13149
131651,38
131652,6
131653,12
131654,8
131655,533
131656,2761
131657,146
131658,13
131659,37
131660,31
131661,29
131662,79
131663,938
131664,3502
131665,7791
131666,9
131667,145
131668,6
131669,9
131670,23
131671,411
131672,13
131673,36
131674,90
131675,15
131676,28
131677,40
131678,28
131679,8
131680,26
131681,30
131682,17
131683,21
131684,25
131685,12
131686,110
131687,6
131688,12
131689,8
131690,14
131691,505
131692,60
131693,52
131694,25
131695,28
131696,16
131697,72
131698,214
131699,146
131700,9
131701,59
131702,8
131703,424
131704,12
131705,12
131706,9
131707,160
131708,31
131709,24
131710,24
131711,10
131712,5
131713,7
131714,107
131715,298
131716,52
131717,47
131718,12
131719,40
131720,20
131721,52
131722,272
131723,118
131724,24
131725,1317
131726,56
131727,15
131728,132
131729,46
131730,965
131731,9
131732,1862
131733,94
131734,38
131735,45
131736,27
131737,423
131738,30
131739,384
131740,98
131741,16
131742,17
131743,9
131744,2289
131745,6
131746,1063
131747,39
131748,70
131749,66
131750,425
131751,269
131752,178
131753,178
131754,118
131755,22
131756,5
131757,111
131758,42
131759,648
131760,7
131761,8
131762,27
131763,39
131764,396
131765,115
131766,3870
131767,19
131768,66
131769,20
131770,271
131771,578
131772,172
131773,16
131774,30
131775,45
131776,223
131777,160
131778,6
131779,52
131780,125
131781,374
131782,18
131783,8
131784,5
131785,152
131786,40
131787,7
131788,1648
131789,31
131790,15
131791,32
131792,6
131793,36
131794,577
131795,17
131796,12
131797,22
131798,11
131799,8
131800,21891
131801,14
131802,11
131803,9
131804,6
131805,25
131806,126
131807,29
131808,26
131809,3078
131810,52
131811,16
131812,18
131813,13
131814,8
131815,1750
131816,330
131817,15
131818,28
131819,29
131820,12
131821,11
131822,114
131823,516
131824,43
131825,146
131826,211
131827,83
131828,23
131829,210
131830,102
131831,19
131832,205
131833,113
131834,60
131835,59
131836,7
131837,10
131838,34
131839,12
131840,33
131841,228
131842,29
131843,120
131844,522
131845,58
131846,15
131847,20
131848,15
131849,754
131850,17
131851,6
131852,993
131853,8
131854,29
131855,9043
131856,3540
131857,5
131858,15
131859,69
131860,15
131861,1933
131862,353
131863,11
131864,823
131865,1528
131866,33
131867,215
131868,19
131869,13
131870,34
131871,7
131872,20
131873,23
131874,8
131875,12
131876,1231
131877,456
131878,10
131879,360
131880,5
131881,12
131882,127
131883,49
131884,9
131885,90
131886,12
131887,43
131888,120
131889,13
131890,2027
131891,182
131892,80
131893,68
131894,6
131895,8
131896,12
131897,546
131898,12
131899,24
131900,8
131901,20
131902,42
131903,8
131904,15
131905,16
131906,16
131907,9
131908,3359
131909,193
131910,27
131911,138
131912,14
131913,72
131914,252
131915,39
131916,57
131917,23
131918,9
131919,14
131920,40
131921,29
131922,92
131923,1701
131924,158
131925,112
131926,8
131927,5
131928,7
131929,9
131930,18
131931,75
131932,7
131933,25
131934,9
131935,385
131936,23
131937,33
131938,25
131939,63
131940,13
131941,11
131942,77
131943,18
131944,66
131945,26
131946,14
131947,16
131948,2241
131949,19
131950,11
131951,13
131952,9
131953,190
131954,14
131955,13
131956,40
131957,34
131958,7705
131959,3530
131960,865
131961,115
131962,59
131963,750
131964,81
131965,599
131966,18
131967,56
131968,22
131969,173
131970,86
131971,113
131972,58
131973,2042
131974,18
131975,9
131976,11
131977,11
131978,83305
131979,17
131980,610
131981,35
131982,431
131983,92
131984,23
131985,167
131986,16
131987,22
131988,297
131989,62
131990,1027
131991,180
131992,9
131993,83
131994,21
131995,68
131996,331
131997,29
131998,3235
131999,101
132000,1910
132001,1186
132002,93
132003,17
132004,495
132005,82
132006,14110
132007,98
132008,4242
132009,14
132010,27
132011,114
132012,9
132013,163
132014,74
132015,44
132016,252
132017,297
132018,16
132019,96
132020,19
132021,8
132022,75
132023,210
