,numVotes
27245,200
27246,618
27247,59
27248,309
27249,235
27250,544
27251,70
27252,10
27253,621
27254,127
27255,1036
27256,985
27257,135
27258,13
27259,50
27260,16
27261,609
27262,7900
27263,60
27264,4984
27265,650
27266,39839
27267,130
27268,16
27269,122
27270,161
27271,277
27272,27
27273,266
27274,579
27275,1838
27276,157
27277,48
27278,17
27279,12
27280,179
27281,12
27282,14
27283,39
27284,215
27285,45
27286,302
27287,147
27288,161
27289,509
27290,1801
27291,234
27292,20
27293,33060
27294,32
27295,103
27296,206
27297,400
27298,14
27299,13
27300,1045
27301,380
27302,1170
27303,2571
27304,41
27305,94
27306,490
27307,25
27308,82288
27309,63
27310,35
27311,2200
27312,21
27313,143
27314,18
27315,633
27316,500
27317,13
27318,14
27319,7
27320,28
27321,7
27322,17
27323,7
27324,44
27325,129
27326,99
27327,35742
27328,99
27329,24
27330,48
27331,8
27332,1506
27333,34
27334,10
27335,296
27336,8
27337,66
27338,23
27339,9
27340,7
27341,57
27342,562
27343,234
27344,151
27345,26
27346,76
27347,29
27348,16
27349,703
27350,184
27351,753
27352,26
27353,18
27354,479
27355,51
27356,33
27357,11
27358,1961
27359,25
27360,1657
27361,673519
27362,19
27363,1131
27364,669
27365,6699
27366,31
27367,7
27368,9909
27369,13
27370,781
27371,36
27372,14
27373,89
27374,537
27375,37
27376,36
27377,19
27378,1427
27379,6666
27380,27
27381,168
27382,855
27383,460
27384,700
27385,1083
27386,88402
27387,742
27388,9
27389,144
27390,29
27391,28
27392,43
27393,26
27394,13
27395,10
27396,79
27397,112
27398,10
27399,416
27400,250
27401,206
27402,9
27403,769
27404,132
27405,60
27406,333
27407,32
27408,68
27409,36
27410,27
27411,2424
27412,228
27413,357
27414,61877
27415,2979
27416,11
27417,16
27418,24
27419,65
27420,488
27421,28
27422,541
27423,29
27424,18321
27425,1876
27426,82
27427,8
27428,234
27429,127
27430,672
27431,163
27432,387
27433,57
27434,3598
27435,386
27436,124
27437,132
27438,27
27439,11
27440,44
27441,30
27442,934
27443,7
27444,22
27445,149
27446,82
27447,14
27448,130
27449,114
27450,199
27451,15
27452,96
27453,2254
27454,13
27455,13
27456,26
27457,19
27458,54
27459,6
27460,15
27461,1598
27462,591
27463,6
27464,22
27465,515
27466,15
27467,51426
27468,28
27469,30
27470,58
27471,165
27472,225020
27473,510
27474,1158
27475,60
27476,290
27477,50
27478,8
27479,18
27480,7
27481,15
27482,23
27483,40
27484,30
27485,9
27486,9
27487,7
27488,56
27489,19
27490,10
27491,131750
27492,31
27493,26
27494,35
27495,1212
27496,265
27497,8149
27498,51
27499,162
27500,90
27501,753
27502,66
27503,99
27504,320
27505,1136
27506,1126
27507,43
27508,5508
27509,140
27510,13
27511,248
27512,24
27513,1111
27514,11
27515,11
27516,1554
27517,258
27518,14
27519,38752
27520,13
27521,13
27522,12
27523,25
27524,13
27525,73574
27526,559
27527,47
27528,21
27529,8
27530,40
27531,9
27532,11
27533,78
27534,45
27535,48
27536,25
27537,7
27538,55
27539,17
27540,43
27541,147
27542,713
27543,19
27544,20
27545,396
27546,53
27547,26
27548,831
27549,9
27550,27
27551,148
27552,59
27553,26
27554,371
27555,13
27556,543
27557,132
27558,11
27559,227
27560,16
27561,66
27562,182
27563,1001
27564,273
27565,608
27566,302
27567,68
27568,4502
27569,10
27570,11
27571,807
27572,13
27573,2911
27574,14
27575,67
27576,702
27577,8
27578,13
27579,72
27580,16
27581,155763
27582,26
27583,15
27584,56
27585,1497
27586,368
27587,15
27588,735
27589,1400
27590,35
27591,10
27592,18
27593,61
27594,19
27595,18
27596,87
27597,9
27598,131
27599,41
27600,114
27601,91
27602,48
27603,10
27604,70
27605,43
27606,1051
27607,32
27608,68
27609,996
27610,167
27611,1653
27612,13816
27613,142
27614,264
27615,36
27616,103
27617,117
27618,1146
27619,118
27620,7
27621,767
27622,41
27623,235
27624,12
27625,14
27626,1324
27627,152
27628,11
27629,22
27630,16
27631,59
27632,30
27633,1254
27634,55
27635,11
27636,26
27637,254
27638,229
27639,590
27640,29
27641,40
27642,14
27643,46293
27644,53
27645,372
27646,11950
27647,181
27648,14
27649,509
27650,58
27651,30
27652,459
27653,42
27654,142
27655,32
27656,447
27657,36
27658,20
27659,82
27660,69
27661,103
27662,321
27663,41516
27664,3423
27665,13
27666,2218
27667,19
27668,64
27669,201
27670,492
27671,4254
27672,2345
27673,74
27674,10
27675,8
27676,79
27677,298
27678,137
27679,52
27680,88
27681,12
27682,11
27683,1207
27684,472
27685,1762
27686,158
27687,5054
27688,1288
27689,46
27690,8
27691,14
27692,57
27693,4405
27694,427
27695,28
27696,6
27697,87
27698,134
27699,4463
27700,312
27701,32
27702,10434
27703,30
27704,11
27705,19
27706,23
27707,38
27708,43
27709,216
27710,62
27711,66
27712,8
27713,75
27714,13
27715,604
27716,11
27717,2046
27718,33
27719,12
27720,9
27721,1015
27722,2454
27723,61
27724,28
27725,250
27726,159
27727,254
27728,9
27729,195159
27730,96
27731,195
27732,1990
27733,85390
27734,27
27735,407
27736,1692
27737,20
27738,69
27739,9
27740,16
27741,1063
27742,1576
27743,10
27744,1084
27745,96
27746,189
27747,294
27748,6
27749,49
27750,24
27751,1240
27752,21
27753,19
27754,793
27755,46
27756,45
27757,69
27758,55
27759,7
27760,10
27761,37
27762,1214
27763,336
27764,210
27765,13
27766,7
27767,1072
27768,198
27769,277
27770,3949
27771,286
27772,183294
27773,49
27774,734
27775,1951
27776,3059
27777,134
27778,413
27779,40
27780,95
27781,63
27782,29
27783,156
27784,150496
27785,28
27786,30
27787,308
27788,42632
27789,272
27790,778
27791,11
27792,89
27793,19
27794,487
27795,16
27796,255
27797,25
27798,10
27799,13
27800,411
27801,776
27802,9
27803,31407
27804,113
27805,7
27806,21
27807,66
27808,20
27809,119
27810,40
27811,20863
27812,323
27813,15
27814,164
27815,11
27816,3110
27817,8
27818,5057
27819,358
27820,32
27821,127
27822,15
27823,10
27824,23
27825,1448
27826,11025
27827,1076
27828,485
27829,27
27830,34400
27831,31919
27832,1891
27833,364
27834,1391
27835,37
27836,90
27837,30
27838,7901
27839,86
27840,260
27841,56
27842,11
27843,1048
27844,86
27845,131
27846,10
27847,22112
27848,181
27849,2759
27850,11930
27851,154
27852,35
27853,197
27854,17
27855,32
27856,41
27857,8
27858,1013
27859,72
27860,37
27861,210662
27862,50
27863,53
27864,2045
27865,306
27866,25
27867,16
27868,18
27869,6
27870,9
27871,2759
27872,9
27873,23
27874,24
27875,2598
27876,47
27877,566
27878,15
27879,18
27880,144
27881,224
27882,11794
27883,223
27884,274
27885,7
27886,9
27887,76
27888,32
27889,8
27890,49
27891,76
27892,255
27893,102
27894,21
27895,120
27896,5273
27897,226
27898,95
27899,390
27900,4267
27901,28
27902,82
27903,72
27904,33
27905,90
27906,12
27907,188
27908,1689
27909,99
27910,4243
27911,336
27912,11
27913,17
27914,787
27915,665
27916,48
27917,1182
27918,47008
27919,60
27920,496
27921,309
27922,35
27923,628
27924,7
27925,26
27926,18
27927,376
27928,29
27929,14
27930,17
27931,17
27932,23
27933,29
27934,103
27935,13
27936,159
27937,43794
27938,113
27939,52
27940,14
27941,13
27942,65
27943,3816
27944,21
27945,253
27946,1061
27947,12
27948,178651
27949,31
27950,1799
27951,942
27952,138
27953,229
27954,91
27955,213
27956,8
27957,75
27958,20
27959,82
27960,154
27961,262504
27962,42
27963,131
27964,237
27965,750
27966,20
27967,1607
27968,56
27969,15
27970,18
27971,207
27972,288
27973,16
27974,25
27975,88
27976,29
27977,116
27978,133
27979,46
27980,196
27981,15877
27982,443
27983,7
27984,4417
27985,229
27986,387
27987,19
27988,1701
27989,25
27990,25
27991,50
27992,356
27993,13335
27994,622
27995,81
27996,38
27997,248
27998,11
27999,6
28000,65
28001,47
28002,1432
28003,128717
28004,21
28005,1050
28006,684
28007,1612
28008,22
28009,17
28010,110
28011,243
28012,18
28013,251
28014,30
28015,114
28016,32
28017,46
28018,3075
28019,4341
28020,31
28021,693
28022,100
28023,170
28024,21
28025,9
28026,127
28027,30314
28028,334
28029,135
28030,79
28031,321
28032,168
28033,3292
28034,236
28035,73
28036,29165
28037,937
28038,22
28039,10
28040,1115
28041,231
28042,33
28043,15
28044,94
28045,30
28046,34
28047,20243
28048,57
28049,957
28050,19
28051,14
28052,86
28053,168
28054,82
28055,88
28056,435
28057,45
28058,71
28059,13
28060,76
28061,16
28062,155
28063,25
28064,73720
28065,5009
28066,644
28067,147700
28068,21
28069,181
28070,11
28071,14
28072,74
28073,19
28074,13
28075,136
28076,35095
28077,5616
28078,15
28079,482
28080,20
28081,18
28082,145
28083,67
28084,148
28085,14
28086,21
28087,7
28088,1161
28089,17
28090,271
28091,84
28092,23
28093,2069
28094,384
28095,116
28096,289
28097,5183
28098,233497
28099,1320
28100,29
28101,8
28102,1184
28103,295
28104,97516
28105,44
28106,51
28107,1788
28108,16
28109,15
28110,146
28111,4549
28112,310
28113,127
28114,281
28115,18
28116,286
28117,26
28118,440
28119,38
28120,283
28121,181992
28122,26
28123,14
28124,9
28125,71
28126,10
28127,31
28128,56
28129,13
28130,11
28131,31
28132,17
28133,24637
28134,140
28135,12
28136,170
28137,269
28138,31
28139,74
28140,48
28141,173
28142,5293
28143,57
28144,118
28145,116
28146,530
28147,158
28148,21909
28149,237
28150,87
28151,13
28152,38
28153,16
28154,25
28155,10
28156,277
28157,19
28158,60
28159,39
28160,9
28161,185
28162,56
28163,290
28164,25
28165,25
28166,130
28167,110
28168,787
28169,754
28170,35
28171,60
28172,2545
28173,84
28174,675
28175,20
28176,39
28177,6187
28178,446
28179,17
28180,52
28181,143750
28182,28
28183,350
28184,155
28185,533
28186,82
28187,277
28188,112
28189,87
28190,12
28191,6
28192,18
28193,17
28194,15
28195,503
28196,53
28197,13
28198,8
28199,403
28200,311
28201,443
28202,27
28203,261
28204,16
28205,18
28206,157
28207,21
28208,20
28209,7382
28210,12
28211,40
28212,7
28213,34
28214,3900
28215,34
28216,24
28217,23
28218,45
28219,44
28220,32
28221,17
28222,10
28223,75
28224,1766
28225,286
28226,12
28227,61
28228,43
28229,9
28230,19
28231,890
28232,12
28233,20
28234,17
28235,9
28236,9
28237,12
28238,14
28239,181
28240,228
28241,210
28242,170
28243,86805
28244,30
28245,21594
28246,9
28247,72
28248,10
28249,77
28250,8
28251,482
28252,724
28253,197
28254,43
28255,28
28256,424
28257,10
28258,220
28259,293
28260,190
28261,20
28262,137
28263,7240
28264,45
28265,13
28266,9
28267,35
28268,44
28269,3072
28270,9
28271,38
28272,15
28273,5811
28274,21805
28275,715
28276,54
28277,18
28278,9082
28279,2036
28280,13
28281,33
28282,523
28283,1085
28284,59
28285,83
28286,106
28287,1025
28288,27
28289,1669
28290,42
28291,1222
28292,141
28293,17
28294,74
28295,191
28296,18
28297,114
28298,442
28299,6
28300,21
28301,341
28302,22
28303,742
28304,603
28305,9020
28306,58
28307,10
28308,54
28309,84
28310,14293
28311,26
28312,126
28313,703
28314,1131
28315,271
28316,47
28317,29
28318,3355
28319,1623
28320,9
28321,51
28322,70
28323,343
28324,108
28325,218
28326,10
28327,18
28328,6
28329,64359
28330,37
28331,420
28332,7
28333,496
28334,14
28335,157
28336,18
28337,458
28338,12
28339,102996
28340,17
28341,1433
28342,20
28343,183
28344,55
28345,1362
28346,12
28347,72
28348,12
28349,13
28350,27
28351,15636
28352,38
28353,3986
28354,184
28355,124058
28356,188
28357,21
28358,14
28359,272
28360,19
28361,32318
28362,573
28363,176
28364,1363
28365,8
28366,144
28367,12
28368,36521
28369,9
28370,7
28371,16
28372,32
28373,19
28374,717
28375,62
28376,25
28377,189
28378,34
28379,10
28380,987
28381,1753
28382,22
28383,1216
28384,150
28385,101
28386,1098
28387,973
28388,21639
28389,13658
28390,44
28391,66
28392,83
28393,122
28394,12
28395,5136
28396,10
28397,3628
28398,1345
28399,10
28400,7694
28401,1068
28402,67
28403,167
28404,620
28405,128
28406,21
28407,3512
28408,568
28409,13
28410,71
28411,74
28412,159
28413,64
28414,45
28415,39
28416,97
28417,12
28418,83
28419,510058
28420,34
28421,45
28422,9
28423,128562
28424,17
28425,160
28426,18
28427,1478
28428,11
28429,39
28430,154
28431,25672
28432,253
28433,21
28434,7621
28435,7
28436,18
28437,61
28438,218
28439,26010
28440,3297
28441,80
28442,10
28443,5508
28444,22
28445,36
28446,32
28447,1467
28448,1566
28449,376
28450,43
28451,3524
28452,15
28453,8871
28454,203
28455,147
28456,1714
28457,3811
28458,171
28459,177
28460,17727
28461,92
28462,137
28463,32
28464,1114
28465,18
28466,7
28467,28
28468,11
28469,6
28470,200
28471,409
28472,69
28473,23
28474,241
28475,54
28476,1699
28477,80
28478,48
28479,52
28480,60
28481,984
28482,82
28483,5015
28484,290
28485,1413
28486,107
28487,16
28488,619
28489,791
28490,41
28491,414
28492,10
28493,205
28494,12
28495,345
28496,18
28497,665
28498,11
28499,22814
28500,14
28501,307
28502,424730
28503,19
28504,21
28505,15
28506,61
28507,111
28508,94
28509,402
28510,468
28511,304
28512,71
28513,686
28514,1197
28515,361
28516,14
28517,112
28518,19
28519,226
28520,10730
28521,26
28522,13
28523,82
28524,110
28525,22
28526,1346
28527,20
28528,29
28529,542
28530,19699
28531,243665
28532,43
28533,53
28534,8
28535,52
28536,26
28537,133
28538,14
28539,3847
28540,70
28541,8
28542,62
28543,31
28544,13
28545,45
28546,18673
28547,9
28548,74
28549,11
28550,8
28551,191
28552,30
28553,2060
28554,96
28555,1153
28556,26
28557,47
28558,1178
28559,667
28560,16
28561,71472
28562,7
28563,7
28564,407
28565,354
28566,1871
28567,13
28568,17
28569,101
28570,16
28571,1209
28572,74
28573,4964
28574,9
28575,98
28576,10
28577,29
28578,40
28579,10
28580,32
28581,105
28582,19
28583,39
28584,52
28585,18
28586,1527
28587,5665
28588,13
28589,66
28590,107
28591,293
28592,12
28593,45
28594,13
28595,160
28596,14
28597,93
28598,50
28599,332
28600,824
28601,76897
28602,78763
28603,68
28604,10
28605,11
28606,16
28607,13
28608,1822
28609,43283
28610,19
28611,145
28612,29
28613,126
28614,32
28615,1058
28616,28
28617,60
28618,13
28619,219
28620,180
28621,9
28622,2301
28623,766
28624,691881
28625,263
28626,21
28627,74
28628,247
28629,28
28630,44324
28631,6
28632,18
28633,56
28634,8
28635,961
28636,5768
28637,30
28638,232
28639,71
28640,227
28641,4467
28642,1594
28643,20
28644,297
28645,84
28646,6
28647,38
28648,304
28649,41
28650,41
28651,231
28652,16
28653,5941
28654,200
28655,1238
28656,7
28657,371
28658,482
28659,13
28660,31
28661,7
28662,13
28663,211
28664,12420
28665,36
28666,163
28667,141
28668,22
28669,48
28670,2659
28671,27
28672,30
28673,54
28674,68
28675,120016
28676,722
28677,11
28678,127
28679,278
28680,133
28681,454696
28682,1599
28683,2795
28684,38
28685,31
28686,50
28687,22
28688,57
28689,12
28690,21
28691,786964
28692,15
28693,26
28694,109
28695,178
28696,111
28697,22
28698,26
28699,9
28700,39
28701,72646
28702,62
28703,317
28704,176
28705,22
28706,179
28707,174
28708,364
28709,41
28710,42
28711,39
28712,10
28713,83
28714,16
28715,21
28716,12
28717,13
28718,29
28719,10
28720,16
28721,17
28722,19
28723,388
28724,19
28725,463
28726,109
28727,11
28728,99
28729,9
28730,322
28731,8
28732,260
28733,29
28734,25
28735,107
28736,267
28737,106
28738,5001
28739,87
28740,84785
28741,92
28742,91
28743,38296
28744,220
28745,30
28746,12
28747,8
28748,98
28749,786859
28750,10
28751,8
28752,383569
28753,3851
28754,22
28755,209
28756,292
28757,16
28758,17
28759,16
28760,245
28761,1080
28762,10
28763,257
28764,10
28765,130
28766,19
28767,6
28768,6
28769,16
28770,2483
28771,27
28772,18
28773,92
28774,405
28775,3093
28776,47
28777,24734
28778,6
28779,16
28780,383813
28781,71
28782,10
28783,24
28784,225
28785,84
28786,494
28787,35
28788,296
28789,110
28790,1957
28791,25
28792,27
28793,112
28794,12
28795,30
28796,148
28797,20
28798,35
28799,45
28800,144
28801,400
28802,20
28803,596
28804,120
28805,41
28806,2524
28807,75
28808,61
28809,21499
28810,6
28811,1618
28812,13
28813,87
28814,1229
28815,220
28816,59
28817,630
28818,19
28819,20340
28820,60
28821,88
28822,12
28823,42
28824,12
28825,114
28826,39793
28827,78
28828,42
28829,723
28830,46
28831,54
28832,8323
28833,10
28834,158
28835,53
28836,19
28837,416
28838,472
28839,566
28840,13806
28841,20
28842,3505
28843,271
28844,597
28845,106
28846,35204
28847,60
28848,221
28849,41
28850,9
28851,27
28852,28157
28853,129
28854,15
28855,34
28856,6
28857,50
28858,97
28859,104010
28860,83
28861,7
28862,32
28863,33
28864,32
28865,11
28866,8
28867,15
28868,67
28869,25
28870,2479
28871,6
28872,36
28873,7
28874,14
28875,262
28876,14
28877,30
28878,270
28879,42
28880,33
28881,25
28882,600
28883,414
28884,143
28885,81
28886,9
28887,4137
28888,37
28889,17
28890,14
28891,998
28892,190
28893,7
28894,33
28895,315
28896,207261
28897,28
28898,12
28899,26
28900,102154
28901,34
28902,12
28903,14
28904,20
28905,21
28906,23
28907,13
28908,122
28909,406
28910,644
28911,42
28912,4757
28913,15
28914,16
28915,1847
28916,7
28917,11
28918,9
28919,6
28920,14
28921,14
28922,21840
28923,354
28924,281
28925,20
28926,400
28927,19
28928,11
28929,7
28930,436
28931,39
28932,54
28933,20
28934,23
28935,154
28936,75
28937,19
28938,44
28939,1381
28940,111
28941,397
28942,34
28943,1290
28944,43
28945,261
28946,105
28947,38
28948,21977
28949,12
28950,9
28951,358
28952,20
28953,8
28954,95
28955,8972
28956,39
28957,37
28958,479
28959,133
28960,721
28961,14
28962,453727
28963,10
28964,15
28965,418
28966,18
28967,25
28968,1251
28969,152
28970,40
28971,33
28972,172
28973,8
28974,237
28975,6
28976,11
28977,7
28978,7
28979,1078
28980,17
28981,468466
28982,25
28983,30
28984,375
28985,32
28986,274
28987,39
28988,16
28989,13
28990,160
28991,1156
28992,293283
28993,12
28994,7
28995,60
28996,10
28997,10
28998,59
28999,8
29000,38
29001,12
29002,1406
29003,13
29004,31
29005,40
29006,43
29007,30
29008,252
29009,29
29010,94
29011,301
29012,9905
29013,14
29014,8906
29015,46
29016,173
29017,7
29018,27
29019,209
29020,14
29021,2776
29022,6
29023,101
29024,6
29025,9
29026,38
29027,8
29028,161
29029,9
29030,6
29031,90
29032,115
29033,31
29034,38
29035,665
29036,1238
29037,87
29038,14
29039,103
29040,67
29041,28
29042,10
29043,36
29044,4035
29045,17101
29046,75
29047,6
29048,64
29049,9
29050,446
29051,39
29052,15181
29053,22
29054,19
29055,72
29056,23
29057,236
29058,43
29059,934
29060,314
29061,4950
29062,22
29063,4201
29064,6
29065,154
29066,7
29067,7
29068,35
29069,1316
29070,17
29071,1621
29072,3656
29073,17
29074,1533
29075,49
29076,13
29077,15
29078,36
29079,152
29080,45
29081,142
29082,21
29083,30
29084,7
29085,96
29086,7
29087,1008
29088,576
29089,10183
29090,2571
29091,8
29092,20
29093,82
29094,12
29095,13
29096,24
29097,587
29098,174
29099,16961
29100,28
29101,11
29102,23
29103,18
29104,43
29105,7
29106,8
29107,119
29108,37
29109,45
29110,42
29111,17
29112,9
29113,8
29114,220
29115,9
29116,25
29117,9
29118,20
29119,21
29120,12
29121,126
29122,8
29123,7
29124,111
29125,32
29126,14
29127,6
29128,188
29129,8
29130,6
29131,7
29132,897
29133,8
29134,24
29135,8
29136,1807
29137,13
29138,8
29139,26
29140,107
29141,19
29142,98
29143,37
29144,154
29145,274
29146,15
29147,7
29148,6
29149,26
29150,76
29151,222
29152,32
29153,9
29154,305932
29155,9
29156,63
29157,993
29158,117
29159,56
29160,281387
29161,77
29162,19
29163,75
29164,80
29165,6
29166,5
29167,22
29168,18
29169,229
29170,9
29171,305
29172,42
29173,13
29174,154
29175,134
29176,15
29177,23
29178,240
29179,86
29180,10
29181,12
29182,369
29183,408
29184,53
29185,9
29186,162
29187,152
29188,27
29189,9
29190,80
29191,20
29192,22
29193,32
29194,11
29195,12
29196,630
29197,32
29198,11
29199,981
29200,19
29201,1151
29202,4238
29203,412
29204,891
29205,125
29206,508
29207,271
29208,67
29209,63
29210,28
29211,11
29212,41
29213,13
29214,38
29215,31
29216,480
29217,9
29218,223
29219,364
29220,112
29221,137
29222,21
29223,55
29224,1510
29225,195
29226,55
29227,44
29228,61
29229,41
29230,8
29231,60
29232,97
29233,2455
29234,106
29235,306
29236,61
29237,6
29238,2116
29239,219
29240,13
29241,328
29242,30
29243,6
29244,58
29245,1906
29246,159
29247,1108
29248,15
29249,75
29250,37
29251,482
29252,9
29253,802
29254,56
29255,78
29256,108
29257,319
29258,16
29259,25
29260,148
29261,43
29262,291477
29263,82
29264,60
29265,18
29266,3518
29267,1422
29268,18
29269,21
29270,149194
29271,34
29272,728
29273,29
29274,54
29275,50
29276,22
29277,15
29278,8
29279,13316
29280,330
29281,67
29282,6
29283,11
29284,47
29285,10
29286,19
29287,7578
29288,42
29289,9
29290,47006
29291,376
29292,709
29293,794
29294,12
29295,2766
29296,58
29297,551
29298,2442
29299,5563
29300,8
29301,7178
29302,7
29303,1973
29304,26
29305,2884
29306,118
29307,99
29308,16
29309,27
29310,466
29311,9
29312,100862
29313,2194
29314,124
29315,3939
29316,196
29317,59
29318,11
29319,185
29320,192
29321,202
29322,8
29323,58
29324,253
29325,462
29326,91
29327,280
29328,66
29329,20
29330,14
29331,24802
29332,24275
29333,160
29334,9
29335,894
29336,73
29337,25
29338,16
29339,598
29340,13296
29341,54
29342,21
29343,9
29344,9
29345,71
29346,15
29347,163
29348,477
29349,17
29350,546
29351,12
29352,121
29353,18
29354,227
29355,4605
29356,695
29357,40
29358,104
29359,137
29360,295
29361,203
29362,64
29363,182
29364,6
29365,13
29366,265
29367,125
29368,9
29369,2890
29370,74
29371,209
29372,3270
29373,49
29374,77
29375,12
29376,18
29377,5005
29378,2268
29379,4380
29380,84
29381,15
29382,83
29383,24
29384,829
29385,5247
29386,3152
29387,8508
29388,31
29389,633
29390,23
29391,21
29392,75
29393,29
29394,430
29395,66
29396,132
29397,4422
29398,2886
29399,38
29400,8
29401,15
29402,6
29403,74
29404,7
29405,8559
29406,231
29407,113
29408,357
29409,12
29410,13088
29411,37163
29412,45
29413,325
29414,10296
29415,7
29416,21
29417,21
29418,2215
29419,156
29420,789
29421,567
29422,23
29423,136
29424,132
29425,28
29426,178
29427,20518
29428,47861
29429,883
29430,171
29431,164
29432,11310
29433,46
29434,150513
29435,46
29436,32
29437,3855
29438,34
29439,8
29440,69
29441,194
29442,30
29443,10
29444,49
29445,38
29446,97
29447,128
29448,53
29449,92
29450,23
29451,44
29452,19
29453,49
29454,8
29455,450
29456,58110
29457,112
29458,2894
29459,90
29460,18
29461,26
29462,126
29463,10
29464,996
29465,47
29466,25
29467,791
29468,1197
29469,50
29470,20
29471,13
29472,20
29473,685
29474,1667
29475,718
29476,14
29477,1370
29478,369
29479,57
29480,896
29481,153
29482,762
29483,64
29484,11168
29485,155
29486,11
29487,6
29488,58
29489,6172
29490,10
29491,2832
29492,30
29493,9
29494,396
29495,38
29496,29
29497,212
29498,35
29499,1407
29500,922
29501,12
29502,579
29503,824
29504,18
29505,24
29506,15319
29507,35
29508,74
29509,31
29510,2096
29511,112
29512,17
29513,20
29514,208
29515,12
29516,26
29517,86
29518,180
29519,19
29520,19
29521,473
29522,20989
29523,11
29524,42
29525,706
29526,11284
29527,20
29528,10
29529,299
29530,422
29531,29873
29532,87
29533,33
29534,6378
29535,15
29536,410
29537,143332
29538,461984
29539,1045
29540,179
29541,4259
29542,1366
29543,235
29544,38
29545,1209
29546,12
29547,136
29548,55
29549,116
29550,57
29551,26
29552,81
29553,20
29554,55
29555,136431
29556,8
29557,253
29558,10
29559,7
29560,58
29561,355
29562,20
29563,15
29564,6
29565,55
29566,1042
29567,761
29568,68
29569,293
29570,1597
29571,12
29572,1183887
29573,175
29574,82
29575,69
29576,30
29577,42
29578,1404
29579,22
29580,19
29581,753
29582,14
29583,47
29584,273
29585,347
29586,934
29587,39
29588,66
29589,220
29590,9037
29591,27
29592,59
29593,7
29594,55
29595,25
29596,7
29597,174
29598,2065
29599,24
29600,388
29601,30
29602,216
29603,51
29604,30
29605,40
29606,19
29607,24
29608,26
29609,66
29610,7356
29611,211
29612,880
29613,4676
29614,2756
29615,12
29616,23
29617,28
29618,3748
29619,153
29620,139
29621,1256
29622,18
29623,13
29624,52
29625,42
29626,8
29627,15
29628,51
29629,3458
29630,1300
29631,402
29632,197
29633,22
29634,263
29635,2439
29636,48
29637,9
29638,13979
29639,619
29640,150
29641,9
29642,948
29643,787
29644,70
29645,1510
29646,8722
29647,31973
29648,51
29649,4607
29650,23798
29651,9
29652,124
29653,2127
29654,396
29655,15443
29656,3819
29657,90
29658,205
29659,558
29660,684
29661,310
29662,59
29663,163
29664,1772
29665,476119
29666,114
29667,2108
29668,186444
29669,26
29670,23
29671,55
29672,442
29673,60414
29674,18
29675,724
29676,68958
29677,1186
29678,18
29679,370
29680,15
29681,304
29682,92
29683,831
29684,154
29685,1100
29686,58105
29687,137
29688,414
29689,130
29690,18
29691,13
29692,15
29693,846
29694,88
29695,4670
29696,13
29697,1808
29698,93644
29699,247
29700,50
29701,67
29702,101
29703,7
29704,17
29705,177
29706,8
29707,12
29708,159
29709,8
29710,566
29711,124254
29712,20
29713,181
29714,256779
29715,14
29716,8
29717,174
29718,50
29719,7365
29720,142
29721,448
29722,133
29723,72857
29724,23
29725,433
29726,104
29727,2897
29728,89
29729,1100
29730,73
29731,68
29732,26
29733,13
29734,10
29735,16
29736,18
29737,113652
29738,8017
29739,2192
29740,43
29741,117
29742,28
29743,49
29744,13
29745,28
29746,11
29747,8
29748,4486
29749,51
29750,212
29751,3674
29752,449
29753,87
29754,20614
29755,382056
29756,348
29757,1837
29758,18
29759,55
29760,364
29761,519
29762,18
29763,19
29764,113
29765,17
29766,9
29767,9
29768,11
29769,3442
29770,419
29771,355
29772,28
29773,144
29774,1038
29775,47
29776,2429
29777,50
29778,370
29779,10
29780,457
29781,8
29782,20
29783,17
29784,556
29785,732
29786,11
29787,14
29788,180
29789,79
29790,192
29791,457
29792,119
29793,148
29794,95585
29795,43
29796,64
29797,23
29798,58
29799,27
29800,40
29801,21
29802,21
29803,56482
29804,18
29805,26
29806,53
29807,48
29808,27
29809,22
29810,2775
29811,2098
29812,13
29813,100
29814,2637
29815,111
29816,2012
29817,5881
29818,8
29819,119
29820,39
29821,99
29822,83
29823,14
29824,352
29825,214521
29826,346
29827,70
29828,35
29829,4825
29830,292
29831,467
29832,120565
29833,441
29834,163
29835,469
29836,12
29837,23
29838,155
29839,2411
29840,7262
29841,19
29842,43
29843,488
29844,483
29845,102
29846,2084
29847,479
29848,18
29849,15
29850,41837
29851,1710
29852,1984
29853,71
29854,32
29855,2425
29856,88
29857,78
29858,142
29859,628
29860,125830
29861,17
29862,1537
29863,3368
29864,307
29865,12
29866,7
29867,22
29868,12
29869,4252
29870,9
29871,97
29872,1559
29873,32
29874,13
29875,100
29876,13
29877,11
29878,182
29879,118
29880,394
29881,1453
29882,289
29883,102
29884,2046
29885,7
29886,3741
29887,2049
29888,1421
29889,604
29890,11506
29891,4904
29892,62
29893,592
29894,251
29895,17
29896,25
29897,203
29898,3268
29899,128
29900,330
29901,65
29902,95
29903,79
29904,51
29905,129
29906,129
29907,197
29908,75957
29909,1069
29910,51
29911,1130
29912,65
29913,37
29914,105
29915,539
29916,26
29917,29234
29918,12
29919,9
29920,15
29921,40
29922,45
29923,321
29924,38897
29925,19
29926,9
29927,21
29928,582
29929,15
29930,8019
29931,249
29932,72925
29933,141
29934,26
29935,108
29936,32
29937,1171
29938,114
29939,348
29940,172
29941,17
29942,61
29943,17
29944,14
29945,21
29946,74
