,TitleType,Percentage
0,tvEpisode,76.32967506923649
1,short,9.311890248407273
2,movie,6.4163919693118
3,video,2.7363922319937104
4,tvSeries,2.442256093809891
5,tvMovie,1.3866031646023762
6,tvMiniSeries,0.49558998598611315
7,tvSpecial,0.43022854581708514
8,videoGame,0.3536065502052251
9,tvShort,0.09735648320685167
10,tvPilot,9.6574231928233e-06
